Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | arcial e o Direito de Recompra de Inadimplidos, previstos nos itens 13.7 e seguintes abaixo. 2.5. É vedada a aquisição de Direitos Creditórios, direta ou indiretamente originados ou cedidos pela Administradora, pelo Gestor ou partes a eles relacionadas. 2.6. A Classe A não realizará investimentos no exterior. 2.7. Realização de Operações com Derivativos. A Classe A não poderá realizar operações em mercados de deriva…",1072697_regulamento_regulamento_1072697_2025-12-23.pdf · ID 1072697 · 23/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54218673000141,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | arcial e o Direito de Recompra de Inadimplidos, previstos nos itens 13.7 e seguintes abaixo. 2.5. É vedada a aquisição de Direitos Creditórios, direta ou indiretamente originados ou cedidos pela Administradora, pelo Gestor ou partes a eles relacionadas. 2.6. A Classe A não realizará investimentos no exterior. 2.7. Realização de Operações com Derivativos. A Classe A não poderá realizar operações em mercados de deriva…",1072783_regulamento_regulamento_1072783_2025-12-22.pdf · ID 1072783 · 22/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54218941000125,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | arcial e o Direito de Recompra de Inadimplidos, previstos nos itens 13.7 e seguintes abaixo. 2.5. É vedada a aquisição de Direitos Creditórios, direta ou indiretamente originados ou cedidos pela Administradora, pelo Gestor ou partes a eles relacionadas. 2.6. A Classe A não realizará investimentos no exterior. 2.7. Realização de Operações com Derivativos. A Classe A não poderá realizar operações em mercados de deriva…",1072799_regulamento_regulamento_1072799_2025-12-22.pdf · ID 1072799 · 22/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54219179000100,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,5%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,Alerta se proxy IME ficar abaixo de 5%,"Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa. | Extração local heurística; validar manualmente antes de ativar alerta. | início de suas atividades, da Alocação Mínima, não regularizado no prazo de até 5 (cinco) Dias Úteis; (xxi) inadimplemento d e qualquer Devedor no pagamento dos Direitos Creditórios Cedidos na Conta Centralizadora por 5 (cinco) Dias Úteis , ressalvado que o inadimplemento de Devedores que, em conjunto ou separadamente, representem até 5% ( cinco por cento) do Patrimônio Líquido da Classe A, não configurará este Even…",1072746_regulamento_regulamento_1072746_2025-12-22.pdf · ID 1072746 · 22/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54248022000102,5.0,5,5%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,5.0,percentual_direto,False
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | arcial e o Direito de Recompra de Inadimplidos, previstos nos itens 13.7 e seguintes abaixo. 2.5. É vedada a aquisição de Direitos Creditórios, direta ou indiretamente originados ou cedidos pela Administradora, pelo Gestor ou partes a eles relacionadas. 2.6. A Classe A não realizará investimentos no exterior. 2.7. Realização de Operações com Derivativos. A Classe A não poderá realizar operações em mercados de deriva…",1072746_regulamento_regulamento_1072746_2025-12-22.pdf · ID 1072746 · 22/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54248022000102,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Subordinação mínima,subordination_ratio_min,85%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 85%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | Ajustado dos Direitos Creditórios × 85% + valor das Disponibilidades ______________________________________________________________________ saldo das Cotas Seniores em circulação Para fins de cálculo do Índice de Cobertura Sênior, o valor das Disponibilidades será computado líquido do s valores correspondentes à Reserva de Despesas e Encargos e à Reserva de MTM ""Índice de Subordinação"" Significa os Índice de Subordi…",1072289_regulamento_regulamento_1072289_2025-12-29.pdf · ID 1072289 · 29/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54252144000164,85.0,85,85%,Crédito PF,FGTS,media,nome_emissor: regex `\bFGTS\b`,fgts,85.0,percentual_direto,False
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Reserva ou caixa mínimo,minimum_cash_ratio,85%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 85%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | res em circulação, o resultado da fórmula abaixo, conforme calculado pela Gestora em cada Data de Verificação e data de integralização de Cotas Seniores: Valor Presente Ajustado dos Direitos Creditórios × 85% + valor das Disponibilidades ______________________________________________________________________ saldo das Cotas Seniores em circulação Para fins de cálculo do Índice de Cobertura Sênior, o valor das Disponi…",1072289_regulamento_regulamento_1072289_2025-12-29.pdf · ID 1072289 · 29/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54252144000164,85.0,85,85%,Crédito PF,FGTS,media,nome_emissor: regex `\bFGTS\b`,fgts,85.0,percentual_direto,False
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Reserva ou caixa mínimo,minimum_cash_ratio,95%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 95%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | Mezanino em questão: Valor Presente Ajustado dos Direitos Creditórios × 95% + valor das Disponibilidades _____________________________________________________________________ (saldo das Cotas Seniores em circulação + saldo das Cotas Subordinadas Mezanino das Subclasses com prioridade igual ou maior que a Subclasse em questão em circulação) Para fins de cálculo do Índice de Cobertura Mezanino, o valor das Disponibili…",1072289_regulamento_regulamento_1072289_2025-12-29.pdf · ID 1072289 · 29/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54252144000164,95.0,95,95%,Crédito PF,FGTS,media,nome_emissor: regex `\bFGTS\b`,fgts,95.0,percentual_direto,False
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | va de realizar a gestão de caixa e liquidez do Fundo, poderá ser de até 33% (trinta e três por cento) do Patrimônio Líquido da Classe. 5.24. A Classe poderá realizar operações com derivativos com o objetivo de proteção patrimonial, ou, desde que não resulte em exposição a risco de capital, para troca de indexador a que os ativos estão indexados e o índice de referência de cada Subclasse , nos termos da política de h…",1072289_regulamento_regulamento_1072289_2025-12-29.pdf · ID 1072289 · 29/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54252144000164,,33,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,FGTS,media,nome_emissor: regex `\bFGTS\b`,fgts,,sem_percentual_parseavel,False
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Cancelamento máximo,cancellation_rate_max,25%,parcial,"Recompras / Crédito, baixas ou eventos operacionais informados",Alerta se proxy IME ficar acima de 25%,"Cancelamentos podem ter proxy por recompras/baixas quando reportadas, mas a definição contratual costuma depender de dados operacionais do cedente. | Extração local heurística; validar manualmente antes de ativar alerta. | 64 2.3. Público-Alvo. O público -alvo da Classe Única é composto exclusivamente por Investidores Profissionais, definidos como tal pela Resolução CVM 30/21. 2.3.1. Não obstante o disposto acima, apenas a J17 ou, no limite de 25% (vinte e cinco por cento) das Cotas Subordinadas Júnior, os Originadores, que em qualquer caso sejam Investidores Profissionais, poderão adquirir Cotas Subordinadas Júnior, sob pena de cance…",1072289_regulamento_regulamento_1072289_2025-12-29.pdf · ID 1072289 · 29/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54252144000164,25.0,25,25%,Crédito PF,FGTS,media,nome_emissor: regex `\bFGTS\b`,fgts,25.0,percentual_direto,False
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | o Administrador e o Gestor, por meio do qual são reguladas as atribuições de cada um dos respectivos prestadores de serviços dentro do Fundo. “Administrador” Tem o seu significado atribuído no Regulamento; “Alocação Mínima de Investimento” Significa a alocação de, pelo menos, 50 % (cinquenta por cento) do Patrimônio Líquido em Direitos Creditórios Elegíveis, nos termos do artigo 44 do Anexo Normativo II. “Alocação M…",634437_regulamento_regulamento_634437_2024-04-05.pdf · ID 634437 · 05/04/2024,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54559035000194,50.0,50,50%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,50.0,percentual_direto,False
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | vençascelebrado entre o Administrador e o Gestor, por meio do qual são reguladas as atribuições de cada um dos respectivos prestadores de serviços dentro do Fundo. Administrador Tem o seu significado atribuído no Regulamento; Alocação Mínima de Investimento Significa a alocação de, pelo menos, 50% (cinquenta por cento) do Patrimônio Líquido em Direitos Creditórios Elegíveis, nos termos do artigo 44 do Anexo Normativ…",634463_regulamento_regulamento_634463_2024-04-05.pdf · ID 634463 · 05/04/2024,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,54559035000194,50.0,50,50%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,50.0,percentual_direto,False
