Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,2ª Série,,22/07/2024 15:30,Não identificada na extração offline,,,"R$ 80.000.000,00",,"100% do CDI | ORDEM DODIA/DELIBERAÇÕES: Os cotistas, conforme assinaturas na lista de presença, porunanimidade e sem ressalvas, aprovaram:a)A destituição da Gestora OURO PRETO GESTÃO DE RECURSOS S.A., com a consequente adequação do Regulamento para que as obrigações fiquem a cargo da ORRAM GESTÃO DE RECURSOS LTDA., bem como alteração da remuneração da Gestora;b)Alteração da denominação social do Fundo que passará a ser SIFRA LP F…","100% do CDI | ORDEM DODIA/DELIBERAÇÕES: Os cotistas, conforme assinaturas na lista de presença, porunanimidade e sem ressalvas, aprovaram:a)A destituição da Gestora OURO PRETO GESTÃO DE RECURSOS S.A., com a consequente adequação do Regulamento para que as obrigações fiquem a cargo da ORRAM GESTÃO DE RECURSOS LTDA., bem como alteração da remuneração da Gestora;b)Alteração da denominação social do Fundo que passará a ser SIFRA LP F…",", a contar da datada primeira integralização de Cotas Mezanino II.k)Amortizações:do 25º (vigésimo quinto) mês, a contar da data da primeira integralização de Cotas Mezanino II, com pagamento em cada mês no mesmo dia da primeira integralização, pelo valor da Cotas Mezanino IIdo dia, conforme cronograma e proporções abaixo.A amortização será feita utilizando o critério de principal + juros. 6 de 9 25º mês26º mês27º mê…",evento de cota,711099_assembleia_assembleia_711099_2024-07-22.pdf · ID 711099 · 22/07/2024 15:30,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Cotas Seniores e nas Cotas Subordinadas Mezanino do Fundo não é,Sênior,22/07/2024,Não identificada na extração offline,,,,,"do fundo, excetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os de…","do fundo, excetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os de…",-Alvo e Objetivo do Fundo Artigo 3 O Fundo é destinado a Investidores Qualificados. Parágrafo Único- O investimento nas Cotas Seniores e nas Cotas Subordinadas Mezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/resgate; e (ii) não estejam dispostos a correr risco de crédito de empresas do set…,evento de cota,711100_regulamento_regulamento_711100_2024-07-22.pdf · ID 711100 · 22/07/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Cotas Seniores e nas Cotas Subordinadas Mezanino do,Sênior,17/04/2025,Não identificada na extração offline,,,,,"cetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII – Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os deveres e as…","cetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII – Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os deveres e as…",o e Objetivo do Fundo Artigo 3 O Fundo é destinado a Investidores Qualificados. Parágrafo Único- O investimento nas Cotas Seniores e nas Cotas Subordinadas Mezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/ resgate; e (ii) não estejam dispostos a correr risco de crédito de empresas do setor…,evento de cota,882902_regulamento_regulamento_882902_2025-04-17.pdf · ID 882902 · 17/04/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Cotas SubordinadasMezanino do,Mezanino,01/09/2025,Não identificada na extração offline,,,,,"xcetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII – Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneraçãoda instituiçãoque assumirá,como mesmo grau de confiabilidade equalidade, todos os deveres e as ob…","xcetos nas hipóteses autorizadas pelo referido artigo. Capítulo VIII – Substituição do Administrador BT - 1262/17 - 1764972v1 Artigo 35 A Assembleia Geral de Cotistas de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneraçãoda instituiçãoque assumirá,como mesmo grau de confiabilidade equalidade, todos os deveres e as ob…",lvo e Objetivo do Fundo Artigo 3 O Fundo é destinado a Investidores Qualificados. Parágrafo Único- O investimento nas CotasSeniores e nas Cotas SubordinadasMezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/resgate; e (ii) não estejam dispostos a correr risco de créditode empresasdo setor pri…,evento de cota,1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Cotas Seniores do Fundo,Sênior,28/04/2026 17:30,Não identificada na extração offline,,,"R$ 500.000.000,00",,"Taxa DI + 2,10% a.a. | trigésimo segundo) mês Principal + Juros 33º (trigésimo terceiro) mês Principal + Juros 34º (trigésimo quarto) mês Principal + Juros 35º (trigésimo quinto) mês Principal + Juros 36º (trigésimo sexto) mês Resgate (i) Data de Resgate: O resgate ocorrerá no 36º (trigésimo sexto) mês, a contar da Data da Emissão; (j) Remuneração alvo: 100% (cem por cento) do CDI, acrescida de uma sobretaxa de 2,10% a.a. (dois inteiros e…","Taxa DI + 2,10% a.a. | trigésimo segundo) mês Principal + Juros 33º (trigésimo terceiro) mês Principal + Juros 34º (trigésimo quarto) mês Principal + Juros 35º (trigésimo quinto) mês Principal + Juros 36º (trigésimo sexto) mês Resgate (i) Data de Resgate: O resgate ocorrerá no 36º (trigésimo sexto) mês, a contar da Data da Emissão; (j) Remuneração alvo: 100% (cem por cento) do CDI, acrescida de uma sobretaxa de 2,10% a.a. (dois inteiros e…",", nos termos do Regulamento. A data da aplicação e o valor da cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo; (f) Valor Total da Emissão: R$ 500.000.000,00 (quinhentos milhões de reais); (g) Prazo de Carência: 18 (dezoito) meses; (h) Cronograma de Amortização: Observado o Prazo de Carência indicado no inciso “g” acima, a 1ª (Primeira) Emissão da 3ª (T…",evento de cota,1181300_assembleia_assembleia_1181300_2026-04-28.pdf · ID 1181300 · 28/04/2026 17:30,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,,,11/05/2026,Não identificada na extração offline,,,"R$ 180.000.000,00",,,,,emissão,1184961_emissao_emissao_1184961_2026-05-11.pdf · ID 1184961 · 11/05/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,,,11/05/2026,Não identificada na extração offline,,,"R$ 500.000.000,00",,,,,emissão,1184962_emissao_emissao_1184962_2026-05-11.pdf · ID 1184962 · 11/05/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cotas Seniores” Seniores a ser realizada no caso da ocorrência d,Sênior,24/05/2021,Não identificada na extração offline,,,,,"Antonio Correa Bosco e Marcos Moretti. Para verificar as assinaturas vá ao site https://www.portaldeassinaturas.com.br:443 e utilize o código 87C5-CBA4-0E06-CBAE. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as…","Antonio Correa Bosco e Marcos Moretti. Para verificar as assinaturas vá ao site https://www.portaldeassinaturas.com.br:443 e utilize o código 87C5-CBA4-0E06-CBAE. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as…","“Agência de Classificação de Risco” Significa a Fitch Ratings Brasil Ltda, devidamente credenciada perante a CVM, contratada pela Administradora para elaborar a classificação de risco das Cotas Seniores. “Agente de Cobrança” Significa as Cedentes, responsáveis pela cobrança dos Direitos Creditórios inadimplidos. “Amortização Extraordinária Significa a amortização extraordinária das Cotas Este documento foi assinado…",evento de cota,201188_regulamento_regulamento_201188_2021-05-24.pdf · ID 201188 · 24/05/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,,,25/08/2021,Não identificada na extração offline,,,,,"rado entre o Fundo, representado pela Administradora, e a Gestora. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas, quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as Cot…","rado entre o Fundo, representado pela Administradora, e a Gestora. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas, quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as Cot…","“Agência de Classificação de Risco” Significa a Fitch Ratings Brasil Ltda, devidamente credenciada perante a CVM, contratada pela Administradora para elaborar a classificação de risco das Cotas Seniores. “Agente de Cobrança” Significa as Cedentes, responsáveis pela cobrança dos Direitos Creditórios inadimplidos. “Amortização Extraordinária Significa a amortização extraordinária das Cotas Este documento foi assinado…",evento de cota,209157_regulamento_regulamento_209157_2021-08-25.pdf · ID 209157 · 25/08/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cotas Seniores” Seniores a ser realizada no caso da ocorrência d,Sênior,25/08/2021,Não identificada na extração offline,,,,,"rado entre o Fundo, representado pela Administradora, e a Gestora. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas, quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as Cot…","rado entre o Fundo, representado pela Administradora, e a Gestora. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas, quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de Amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma desse Regulamento. “Cotas Subordinadas” Significam as Cot…","“Agência de Classificação de Risco” Significa a Fitch Ratings Brasil Ltda, devidamente credenciada perante a CVM, contratada pela Administradora para elaborar a classificação de risco das Cotas Seniores. “Agente de Cobrança” Significa as Cedentes, responsáveis pela cobrança dos Direitos Creditórios inadimplidos. “Amortização Extraordinária Significa a amortização extraordinária das Cotas 5 das Cotas Seniores” Senior…",evento de cota,211642_regulamento_regulamento_211642_2021-08-25.pdf · ID 211642 · 25/08/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,,,25/11/2021,Não identificada na extração offline,,,,,"nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","nor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança…","AS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS .......................................................................................................... 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 60 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 69 CAPÍTULO TREZ…",evento de cota,241164_regulamento_regulamento_241164_2021-11-25.pdf · ID 241164 · 25/11/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
