Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"a de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"teriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de sub…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - vencimento antecipado,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_early_maturity,,vencimento_antecipado,<=,6%,,,,r ou igual ao Índice Histórico de Inadimplência Comerciante; (xvii) caso a Média Móvel do Índice de Inadimplência Relevante Consumidor calculada em qualquer Data de Cálculo seja superior ou igual a 6% (seis por cento); (xviii) caso a Média Móvel do Índice de Inadimplência Consumidor calculada em qualquer Data de Cálculo seja superior ou igual ao Índice Histórico de Inadimplência Consumidor; (xix) declaração de venci…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,ia da titularidade das Cotas Seniores no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (i) para fins de verificação de Evento de…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,"4,50%",,,,"cento); ou (2) no 12º (décimo segundo) mês de aniversário da referida data; e (b) após o encerramento do período mencionado no item (a) acima, 4,50% (quatro inteiros e cinquenta centésimos por cento). O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Consumidor” (i) para fins de verificação de Event…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"ança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. DocuSign Envelope ID: 564B316E-1075-4156-8FA4-48FD0BC09D27 4 ""Alocação Míni…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"mento e na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias corridos contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Política de Investimento prevista neste Regulamento de forma suficiente para atingir a Aloc…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"o para avaliação de risco das Cotas, conforme aplicável. ""Agente de Cobrança CCB"" Mercado Pago, contratado para prestação dos serviços de cobrança dos Direitos Creditórios CCB vencidos e não pagos, nos termos e condições descritos neste Regulamento e no Contrato de Prestação de Serviços de Cobrança. ""Agente de Cobrança PPV"" Custodiante ou terceiro por ele contratado para prestação dos serviços de cobrança dos Direit…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"V"" Custodiante ou terceiro por ele contratado para prestação dos serviços de cobrança dos Direitos Creditórios PPV considerados vencidos e não pagos, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direi…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"cado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. DocuSign Envelope ID: 564B316E-1075-4156-8FA4-48FD0BC09D27 4 ""Alocação Mínima de Investimento"" A alocação de, no mínimo, 50% (cinquenta por cento) do Patrimônio Líquido do Fundo em Direitos Cre…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Reserva ou caixa mínimo,,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,minimum_cash_ratio,,enquadramento,<=,75%,,,,"egulamento, para fazer frente ao pagamento das despesas e encargos do Fundo. “Senioridade Máxima” O valor máximo das Cotas Seniores emitidas e integralizadas pelos Cotistas Seniores, o qual deverá, em cada Data de Cálculo, ou em cada Chamada de Capital, corresponder ao menor dos seguintes valores; (i) soma (a) de 75% (setenta e cinco por cento) do Valor Ajustado dos Direitos Creditórios, e (b) da totalidade das Disp…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"ntos judiciais, arbitrais ou administrativos aplicáveis em curso perante qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 10. a taxa de juros anual (“ APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). DocuSign Envelope ID: 564B316E-1075-4156-8FA4-48FD0BC09D27 127 ANEXO VIII - LIMITES DE CONCE…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"do e sua respectiva quantidade, rentabilidade, valor, percentual que representa da Carteira do Fundo e data de vencimento, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: (i) prestar fiança, aval, aceite ou coobrigar-se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de deri…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"dem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,393134_regulamento_regulamento_393134_2022-12-22.pdf · ID 393134,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,eais para Dólares Norte Americanos (utilizando- se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Sub…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,393134_regulamento_regulamento_393134_2022-12-22.pdf · ID 393134,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,"a de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,393134_regulamento_regulamento_393134_2022-12-22.pdf · ID 393134,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"teriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de sub…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,393134_regulamento_regulamento_393134_2022-12-22.pdf · ID 393134,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,da titularidade das Cotas Seniores no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (i) para fins de verificação de Evento de Ava…
